1,61.875,141,5
2,64.125,118.875,5
3,59.625,124.875,5
4,74.25,119.25,5
5,81.375,116.25,5
6,117.375,127.875,5
7,103.125,118.125,5
8,134.25,127.875,5
9,149.625,108,5
10,157.875,111.375,5
11,101.25,141,5
12,66,90.75,20
13,75,100.125,20
14,84.75,90.75,20
15,82.875,100.125,20
16,101.625,90.75,20
17,93.75,77.25,20
18,100.125,100.125,20
19,133.5,100.125,20
20,88.875,90.75,20
21,155.625,90.75,20
22,144.75,102.375,20
23,162.75,84,20
24,187.125,83.625,20
25,199.875,100.125,20
26,199.875,120,20
27,202.125,90.75,20
28,218.625,90.75,20
29,220.875,100.5,20
30,222,120,20
31,236.625,89.625,20
32,229.125,101.625,20
33,245.625,89.625,20
34,262.5,99.75,20
35,258.375,89.25,20
36,257.25,75.375,20
37,267.375,89.25,20
38,277.875,89.25,20
39,289.5,89.25,20
40,280.5,123.375,20
41,280.5,100.5,20
42,285.75,130.5,20
43,278.625,131.25,20
44,243,131.25,20
45,245.25,131.25,20
46,232.875,128.625,20
47,221.625,128.625,20
48,210.375,128.625,20
49,199.875,128.625,20
50,188.25,128.625,20
51,180.75,128.625,20
52,167.25,120,20
53,165.75,128.625,20
54,154.125,128.625,20
55,143.625,128.625,20
56,132.375,128.625,20
57,119.25,128.625,20
58,109.5,128.625,20
59,98.25,128.625,20
60,85.875,128.625,20
61,76.125,128.625,20
62,64.875,128.625,20
63,50.625,90.75,20
64,169.5,81.375,20
65,303.375,90.75,20
66,162,90.75,20
67,201,105.375,20
68,201,111,20
69,210,102.75,20
70,152.625,120,20
71,64.125,92.25,35
72,81.375,101.625,35
73,82.5,92.25,35
74,99.375,101.625,35
75,98.25,92.25,35
76,106.5,101.625,35
77,115.875,92.25,35
78,116.625,101.625,35
79,126,101.625,35
80,150,92.25,35
81,136.5,101.625,35
82,160.5,79.5,35
83,198.375,101.25,35
84,198.375,120.75,35
85,199.5,91.875,35
86,233.625,92.25,35
87,218.25,101.25,35
88,250.5,92.25,35
89,234,101.25,35
90,250.875,101.25,35
91,268.5,101.25,35
92,286.5,121.125,35
93,287.25,129.375,35
94,277.125,129.375,35
95,265.875,129.375,35
96,253.125,129.375,35
97,241.5,129.375,35
98,232.125,129.375,35
99,219.375,129.375,35
100,208.125,129.375,35
101,198,129.375,35
102,186.375,129.375,35
103,179.25,131.25,35
104,160.875,117.75,35
105,163.5,129.375,35
106,151.5,129.375,35
107,141.75,129.375,35
108,130.5,129.375,35
109,117.375,129.375,35
110,108,129.375,35
111,96.375,129.375,35
112,84,129.375,35
113,72.75,129.375,35
114,62.625,129.375,35
115,66.75,105.75,35
116,160.125,88.125,35
117,189.75,87.75,35
118,204,106.5,35
119,52.875,87.375,35
120,297.375,87.375,35
121,177.75,83.625,35
122,179.25,53.625,35
123,188.25,55.5,35
124,150.375,121.125,35
125,67.875,90.75,50
126,82.875,99.75,50
127,82.875,90.75,50
128,100.875,99.75,50
129,100.875,90.75,50
130,117,99.75,50
131,117.75,90.75,50
132,135,99.75,50
133,166.5,81,50
134,179.25,83.25,50
135,186.375,75.75,50
136,200.25,100.125,50
137,200.25,120.375,50
138,233.625,90.75,50
139,219,100.125,50
140,252.75,90.75,50
141,235.5,100.125,50
142,269.625,90.75,50
143,271.125,100.125,50
144,286.875,90.75,50
145,288.75,120.375,50
146,285.375,132.375,50
147,277.5,128.625,50
148,267.375,128.625,50
149,255,128.625,50
150,243.375,128.625,50
151,233.25,128.625,50
152,220.5,128.625,50
153,209.25,128.625,50
154,199.875,128.625,50
155,187.125,128.625,50
156,180.75,130.5,50
157,166.5,120,50
158,165.75,128.25,50
159,158.25,133.125,50
160,143.25,128.25,50
161,131.625,128.25,50
162,119.625,128.25,50
163,97.875,128.25,50
164,85.875,128.25,50
165,72,128.25,50
166,64.875,120,50
167,179.25,83.25,50
168,161.25,87,50
169,192.375,90.75,50
170,205.5,108,50
171,54.375,85.875,50
172,298.875,86.25,50
173,151.875,120,50
174,195,99.375,65
175,124.125,126,65
176,137.625,117.75,65
177,141.375,103.5,65
178,131.625,93,65
179,131.625,85.875,65
180,138,83.625,65
181,131.625,80.625,65
182,65.625,88.5,65
183,81.375,126,65
184,105.375,83.25,65
185,288,87.75,65
186,210,82.125,65
187,153,117,65
188,180.75,78.75,65
189,193.875,56.25,65
190,55.125,83.625,65
191,298.875,83.625,65
